"region","utbildningsnivå","ålder","kön","X2019"
"Huddinge","uppgift om utbildningsnivå saknas","95+ år","män",1
"Huddinge","uppgift om utbildningsnivå saknas","95+ år","kvinnor",9
"Botkyrka","förgymnasial utbildning kortare än 9 år","16-24 år","män",79
"Botkyrka","förgymnasial utbildning kortare än 9 år","16-24 år","kvinnor",36
"Botkyrka","förgymnasial utbildning kortare än 9 år","25-34 år","män",287
"Botkyrka","förgymnasial utbildning kortare än 9 år","25-34 år","kvinnor",232
"Botkyrka","förgymnasial utbildning kortare än 9 år","35-44 år","män",530
"Botkyrka","förgymnasial utbildning kortare än 9 år","35-44 år","kvinnor",431
"Botkyrka","förgymnasial utbildning kortare än 9 år","45-54 år","män",458
"Botkyrka","förgymnasial utbildning kortare än 9 år","45-54 år","kvinnor",547
"Botkyrka","förgymnasial utbildning kortare än 9 år","55-64 år","män",500
"Botkyrka","förgymnasial utbildning kortare än 9 år","55-64 år","kvinnor",658
"Botkyrka","förgymnasial utbildning kortare än 9 år","65-74 år","män",484
"Botkyrka","förgymnasial utbildning kortare än 9 år","65-74 år","kvinnor",509
"Botkyrka","förgymnasial utbildning kortare än 9 år","75-84 år","män",466
"Botkyrka","förgymnasial utbildning kortare än 9 år","75-84 år","kvinnor",490
"Botkyrka","förgymnasial utbildning kortare än 9 år","85-94 år","män",136
"Botkyrka","förgymnasial utbildning kortare än 9 år","85-94 år","kvinnor",217
"Botkyrka","förgymnasial utbildning kortare än 9 år","95+ år","män",6
"Botkyrka","förgymnasial utbildning kortare än 9 år","95+ år","kvinnor",17
"Botkyrka","förgymnasial utbildning, 9 (10) år","16-24 år","män",2348
"Botkyrka","förgymnasial utbildning, 9 (10) år","16-24 år","kvinnor",1920
"Botkyrka","förgymnasial utbildning, 9 (10) år","25-34 år","män",921
"Botkyrka","förgymnasial utbildning, 9 (10) år","25-34 år","kvinnor",511
"Botkyrka","förgymnasial utbildning, 9 (10) år","35-44 år","män",975
"Botkyrka","förgymnasial utbildning, 9 (10) år","35-44 år","kvinnor",505
"Botkyrka","förgymnasial utbildning, 9 (10) år","45-54 år","män",811
"Botkyrka","förgymnasial utbildning, 9 (10) år","45-54 år","kvinnor",585
"Botkyrka","förgymnasial utbildning, 9 (10) år","55-64 år","män",844
"Botkyrka","förgymnasial utbildning, 9 (10) år","55-64 år","kvinnor",570
"Botkyrka","förgymnasial utbildning, 9 (10) år","65-74 år","män",570
"Botkyrka","förgymnasial utbildning, 9 (10) år","65-74 år","kvinnor",526
"Botkyrka","förgymnasial utbildning, 9 (10) år","75-84 år","män",163
"Botkyrka","förgymnasial utbildning, 9 (10) år","75-84 år","kvinnor",225
"Botkyrka","förgymnasial utbildning, 9 (10) år","85-94 år","män",31
"Botkyrka","förgymnasial utbildning, 9 (10) år","85-94 år","kvinnor",56
"Botkyrka","förgymnasial utbildning, 9 (10) år","95+ år","män",1
"Botkyrka","förgymnasial utbildning, 9 (10) år","95+ år","kvinnor",5
"Botkyrka","gymnasial utbildning, högst 2 år","16-24 år","män",228
"Botkyrka","gymnasial utbildning, högst 2 år","16-24 år","kvinnor",251
"Botkyrka","gymnasial utbildning, högst 2 år","25-34 år","män",838
"Botkyrka","gymnasial utbildning, högst 2 år","25-34 år","kvinnor",822
"Botkyrka","gymnasial utbildning, högst 2 år","35-44 år","män",1231
"Botkyrka","gymnasial utbildning, högst 2 år","35-44 år","kvinnor",1118
"Botkyrka","gymnasial utbildning, högst 2 år","45-54 år","män",2092
"Botkyrka","gymnasial utbildning, högst 2 år","45-54 år","kvinnor",1647
"Botkyrka","gymnasial utbildning, högst 2 år","55-64 år","män",1648
"Botkyrka","gymnasial utbildning, högst 2 år","55-64 år","kvinnor",1359
"Botkyrka","gymnasial utbildning, högst 2 år","65-74 år","män",949
"Botkyrka","gymnasial utbildning, högst 2 år","65-74 år","kvinnor",1224
"Botkyrka","gymnasial utbildning, högst 2 år","75-84 år","män",446
"Botkyrka","gymnasial utbildning, högst 2 år","75-84 år","kvinnor",784
"Botkyrka","gymnasial utbildning, högst 2 år","85-94 år","män",80
"Botkyrka","gymnasial utbildning, högst 2 år","85-94 år","kvinnor",200
"Botkyrka","gymnasial utbildning, högst 2 år","95+ år","män",2
"Botkyrka","gymnasial utbildning, högst 2 år","95+ år","kvinnor",16
"Botkyrka","gymnasial utbildning, 3 år","16-24 år","män",1864
"Botkyrka","gymnasial utbildning, 3 år","16-24 år","kvinnor",1636
"Botkyrka","gymnasial utbildning, 3 år","25-34 år","män",2022
"Botkyrka","gymnasial utbildning, 3 år","25-34 år","kvinnor",1658
"Botkyrka","gymnasial utbildning, 3 år","35-44 år","män",1514
"Botkyrka","gymnasial utbildning, 3 år","35-44 år","kvinnor",1410
"Botkyrka","gymnasial utbildning, 3 år","45-54 år","män",833
"Botkyrka","gymnasial utbildning, 3 år","45-54 år","kvinnor",1092
"Botkyrka","gymnasial utbildning, 3 år","55-64 år","män",626
"Botkyrka","gymnasial utbildning, 3 år","55-64 år","kvinnor",650
"Botkyrka","gymnasial utbildning, 3 år","65-74 år","män",615
"Botkyrka","gymnasial utbildning, 3 år","65-74 år","kvinnor",386
"Botkyrka","gymnasial utbildning, 3 år","75-84 år","män",477
"Botkyrka","gymnasial utbildning, 3 år","75-84 år","kvinnor",196
"Botkyrka","gymnasial utbildning, 3 år","85-94 år","män",105
"Botkyrka","gymnasial utbildning, 3 år","85-94 år","kvinnor",38
"Botkyrka","gymnasial utbildning, 3 år","95+ år","män",2
"Botkyrka","gymnasial utbildning, 3 år","95+ år","kvinnor",3
"Botkyrka","eftergymnasial utbildning, mindre än 3 år","16-24 år","män",461
"Botkyrka","eftergymnasial utbildning, mindre än 3 år","16-24 år","kvinnor",610
"Botkyrka","eftergymnasial utbildning, mindre än 3 år","25-34 år","män",1174
"Botkyrka","eftergymnasial utbildning, mindre än 3 år","25-34 år","kvinnor",1236
"Botkyrka","eftergymnasial utbildning, mindre än 3 år","35-44 år","män",1015
"Botkyrka","eftergymnasial utbildning, mindre än 3 år","35-44 år","kvinnor",844
"Botkyrka","eftergymnasial utbildning, mindre än 3 år","45-54 år","män",1015
"Botkyrka","eftergymnasial utbildning, mindre än 3 år","45-54 år","kvinnor",849
"Botkyrka","eftergymnasial utbildning, mindre än 3 år","55-64 år","män",677
"Botkyrka","eftergymnasial utbildning, mindre än 3 år","55-64 år","kvinnor",645
"Botkyrka","eftergymnasial utbildning, mindre än 3 år","65-74 år","män",434
"Botkyrka","eftergymnasial utbildning, mindre än 3 år","65-74 år","kvinnor",501
"Botkyrka","eftergymnasial utbildning, mindre än 3 år","75-84 år","män",168
"Botkyrka","eftergymnasial utbildning, mindre än 3 år","75-84 år","kvinnor",273
"Botkyrka","eftergymnasial utbildning, mindre än 3 år","85-94 år","män",38
"Botkyrka","eftergymnasial utbildning, mindre än 3 år","85-94 år","kvinnor",59
"Botkyrka","eftergymnasial utbildning, mindre än 3 år","95+ år","män",1
"Botkyrka","eftergymnasial utbildning, mindre än 3 år","95+ år","kvinnor",6
"Botkyrka","eftergymnasial utbildning, 3 år eller mer","16-24 år","män",102
"Botkyrka","eftergymnasial utbildning, 3 år eller mer","16-24 år","kvinnor",194
"Botkyrka","eftergymnasial utbildning, 3 år eller mer","25-34 år","män",1008
"Botkyrka","eftergymnasial utbildning, 3 år eller mer","25-34 år","kvinnor",1762
"Botkyrka","eftergymnasial utbildning, 3 år eller mer","35-44 år","män",1333
"Botkyrka","eftergymnasial utbildning, 3 år eller mer","35-44 år","kvinnor",1902
"Botkyrka","eftergymnasial utbildning, 3 år eller mer","45-54 år","män",1045
"Botkyrka","eftergymnasial utbildning, 3 år eller mer","45-54 år","kvinnor",1372
"Botkyrka","eftergymnasial utbildning, 3 år eller mer","55-64 år","män",636
"Botkyrka","eftergymnasial utbildning, 3 år eller mer","55-64 år","kvinnor",748
"Botkyrka","eftergymnasial utbildning, 3 år eller mer","65-74 år","män",445
"Botkyrka","eftergymnasial utbildning, 3 år eller mer","65-74 år","kvinnor",490
"Botkyrka","eftergymnasial utbildning, 3 år eller mer","75-84 år","män",228
"Botkyrka","eftergymnasial utbildning, 3 år eller mer","75-84 år","kvinnor",276
"Botkyrka","eftergymnasial utbildning, 3 år eller mer","85-94 år","män",51
"Botkyrka","eftergymnasial utbildning, 3 år eller mer","85-94 år","kvinnor",58
"Botkyrka","eftergymnasial utbildning, 3 år eller mer","95+ år","män",1
"Botkyrka","eftergymnasial utbildning, 3 år eller mer","95+ år","kvinnor",4
"Botkyrka","forskarutbildning","16-24 år","män",0
"Botkyrka","forskarutbildning","16-24 år","kvinnor",0
"Botkyrka","forskarutbildning","25-34 år","män",11
"Botkyrka","forskarutbildning","25-34 år","kvinnor",15
"Botkyrka","forskarutbildning","35-44 år","män",67
"Botkyrka","forskarutbildning","35-44 år","kvinnor",65
"Botkyrka","forskarutbildning","45-54 år","män",98
"Botkyrka","forskarutbildning","45-54 år","kvinnor",66
"Botkyrka","forskarutbildning","55-64 år","män",67
"Botkyrka","forskarutbildning","55-64 år","kvinnor",38
"Botkyrka","forskarutbildning","65-74 år","män",44
"Botkyrka","forskarutbildning","65-74 år","kvinnor",21
"Botkyrka","forskarutbildning","75-84 år","män",26
"Botkyrka","forskarutbildning","75-84 år","kvinnor",9
"Botkyrka","forskarutbildning","85-94 år","män",3
"Botkyrka","forskarutbildning","85-94 år","kvinnor",0
"Botkyrka","forskarutbildning","95+ år","män",0
"Botkyrka","forskarutbildning","95+ år","kvinnor",0
"Botkyrka","uppgift om utbildningsnivå saknas","16-24 år","män",586
"Botkyrka","uppgift om utbildningsnivå saknas","16-24 år","kvinnor",371
"Botkyrka","uppgift om utbildningsnivå saknas","25-34 år","män",702
"Botkyrka","uppgift om utbildningsnivå saknas","25-34 år","kvinnor",397
"Botkyrka","uppgift om utbildningsnivå saknas","35-44 år","män",690
"Botkyrka","uppgift om utbildningsnivå saknas","35-44 år","kvinnor",278
"Botkyrka","uppgift om utbildningsnivå saknas","45-54 år","män",380
"Botkyrka","uppgift om utbildningsnivå saknas","45-54 år","kvinnor",169
"Botkyrka","uppgift om utbildningsnivå saknas","55-64 år","män",148
"Botkyrka","uppgift om utbildningsnivå saknas","55-64 år","kvinnor",109
"Botkyrka","uppgift om utbildningsnivå saknas","65-74 år","män",71
"Botkyrka","uppgift om utbildningsnivå saknas","65-74 år","kvinnor",86
"Botkyrka","uppgift om utbildningsnivå saknas","75-84 år","män",45
"Botkyrka","uppgift om utbildningsnivå saknas","75-84 år","kvinnor",145
"Botkyrka","uppgift om utbildningsnivå saknas","85-94 år","män",29
"Botkyrka","uppgift om utbildningsnivå saknas","85-94 år","kvinnor",74
"Botkyrka","uppgift om utbildningsnivå saknas","95+ år","män",3
"Botkyrka","uppgift om utbildningsnivå saknas","95+ år","kvinnor",12
"Salem","förgymnasial utbildning kortare än 9 år","16-24 år","män",7
"Salem","förgymnasial utbildning kortare än 9 år","16-24 år","kvinnor",5
"Salem","förgymnasial utbildning kortare än 9 år","25-34 år","män",13
"Salem","förgymnasial utbildning kortare än 9 år","25-34 år","kvinnor",14
"Salem","förgymnasial utbildning kortare än 9 år","35-44 år","män",23
"Salem","förgymnasial utbildning kortare än 9 år","35-44 år","kvinnor",21
"Salem","förgymnasial utbildning kortare än 9 år","45-54 år","män",18
"Salem","förgymnasial utbildning kortare än 9 år","45-54 år","kvinnor",23
"Salem","förgymnasial utbildning kortare än 9 år","55-64 år","män",26
"Salem","förgymnasial utbildning kortare än 9 år","55-64 år","kvinnor",26
"Salem","förgymnasial utbildning kortare än 9 år","65-74 år","män",39
"Salem","förgymnasial utbildning kortare än 9 år","65-74 år","kvinnor",54
"Salem","förgymnasial utbildning kortare än 9 år","75-84 år","män",82
"Salem","förgymnasial utbildning kortare än 9 år","75-84 år","kvinnor",81
"Salem","förgymnasial utbildning kortare än 9 år","85-94 år","män",23
"Salem","förgymnasial utbildning kortare än 9 år","85-94 år","kvinnor",54
"Salem","förgymnasial utbildning kortare än 9 år","95+ år","män",2
"Salem","förgymnasial utbildning kortare än 9 år","95+ år","kvinnor",3
"Salem","förgymnasial utbildning, 9 (10) år","16-24 år","män",442
"Salem","förgymnasial utbildning, 9 (10) år","16-24 år","kvinnor",380
"Salem","förgymnasial utbildning, 9 (10) år","25-34 år","män",99
"Salem","förgymnasial utbildning, 9 (10) år","25-34 år","kvinnor",62
"Salem","förgymnasial utbildning, 9 (10) år","35-44 år","män",121
"Salem","förgymnasial utbildning, 9 (10) år","35-44 år","kvinnor",67
"Salem","förgymnasial utbildning, 9 (10) år","45-54 år","män",125
"Salem","förgymnasial utbildning, 9 (10) år","45-54 år","kvinnor",73
"Salem","förgymnasial utbildning, 9 (10) år","55-64 år","män",104
"Salem","förgymnasial utbildning, 9 (10) år","55-64 år","kvinnor",73
"Salem","förgymnasial utbildning, 9 (10) år","65-74 år","män",84
"Salem","förgymnasial utbildning, 9 (10) år","65-74 år","kvinnor",99
"Salem","förgymnasial utbildning, 9 (10) år","75-84 år","män",42
"Salem","förgymnasial utbildning, 9 (10) år","75-84 år","kvinnor",64
"Salem","förgymnasial utbildning, 9 (10) år","85-94 år","män",5
"Salem","förgymnasial utbildning, 9 (10) år","85-94 år","kvinnor",16
"Salem","förgymnasial utbildning, 9 (10) år","95+ år","män",1
"Salem","förgymnasial utbildning, 9 (10) år","95+ år","kvinnor",4
"Salem","gymnasial utbildning, högst 2 år","16-24 år","män",16
"Salem","gymnasial utbildning, högst 2 år","16-24 år","kvinnor",20
"Salem","gymnasial utbildning, högst 2 år","25-34 år","män",88
"Salem","gymnasial utbildning, högst 2 år","25-34 år","kvinnor",76
"Salem","gymnasial utbildning, högst 2 år","35-44 år","män",113
"Salem","gymnasial utbildning, högst 2 år","35-44 år","kvinnor",127
"Salem","gymnasial utbildning, högst 2 år","45-54 år","män",399
"Salem","gymnasial utbildning, högst 2 år","45-54 år","kvinnor",282
"Salem","gymnasial utbildning, högst 2 år","55-64 år","män",248
"Salem","gymnasial utbildning, högst 2 år","55-64 år","kvinnor",211
"Salem","gymnasial utbildning, högst 2 år","65-74 år","män",178
"Salem","gymnasial utbildning, högst 2 år","65-74 år","kvinnor",252
"Salem","gymnasial utbildning, högst 2 år","75-84 år","män",117
"Salem","gymnasial utbildning, högst 2 år","75-84 år","kvinnor",218
"Salem","gymnasial utbildning, högst 2 år","85-94 år","män",21
"Salem","gymnasial utbildning, högst 2 år","85-94 år","kvinnor",76
"Salem","gymnasial utbildning, högst 2 år","95+ år","män",1
"Salem","gymnasial utbildning, högst 2 år","95+ år","kvinnor",6
"Salem","gymnasial utbildning, 3 år","16-24 år","män",331
"Salem","gymnasial utbildning, 3 år","16-24 år","kvinnor",314
"Salem","gymnasial utbildning, 3 år","25-34 år","män",368
"Salem","gymnasial utbildning, 3 år","25-34 år","kvinnor",328
"Salem","gymnasial utbildning, 3 år","35-44 år","män",331
"Salem","gymnasial utbildning, 3 år","35-44 år","kvinnor",298
"Salem","gymnasial utbildning, 3 år","45-54 år","män",219
"Salem","gymnasial utbildning, 3 år","45-54 år","kvinnor",224
"Salem","gymnasial utbildning, 3 år","55-64 år","män",108
"Salem","gymnasial utbildning, 3 år","55-64 år","kvinnor",103
"Salem","gymnasial utbildning, 3 år","65-74 år","män",120
"Salem","gymnasial utbildning, 3 år","65-74 år","kvinnor",66
"Salem","gymnasial utbildning, 3 år","75-84 år","män",153
"Salem","gymnasial utbildning, 3 år","75-84 år","kvinnor",42
"Salem","gymnasial utbildning, 3 år","85-94 år","män",27
"Salem","gymnasial utbildning, 3 år","85-94 år","kvinnor",7
"Salem","gymnasial utbildning, 3 år","95+ år","män",2
"Salem","gymnasial utbildning, 3 år","95+ år","kvinnor",1
"Salem","eftergymnasial utbildning, mindre än 3 år","16-24 år","män",56
"Salem","eftergymnasial utbildning, mindre än 3 år","16-24 år","kvinnor",79
"Salem","eftergymnasial utbildning, mindre än 3 år","25-34 år","män",118
"Salem","eftergymnasial utbildning, mindre än 3 år","25-34 år","kvinnor",151
"Salem","eftergymnasial utbildning, mindre än 3 år","35-44 år","män",142
"Salem","eftergymnasial utbildning, mindre än 3 år","35-44 år","kvinnor",156
"Salem","eftergymnasial utbildning, mindre än 3 år","45-54 år","män",195
"Salem","eftergymnasial utbildning, mindre än 3 år","45-54 år","kvinnor",189
"Salem","eftergymnasial utbildning, mindre än 3 år","55-64 år","män",145
"Salem","eftergymnasial utbildning, mindre än 3 år","55-64 år","kvinnor",137
"Salem","eftergymnasial utbildning, mindre än 3 år","65-74 år","män",83
"Salem","eftergymnasial utbildning, mindre än 3 år","65-74 år","kvinnor",130
"Salem","eftergymnasial utbildning, mindre än 3 år","75-84 år","män",65
"Salem","eftergymnasial utbildning, mindre än 3 år","75-84 år","kvinnor",115
"Salem","eftergymnasial utbildning, mindre än 3 år","85-94 år","män",14
"Salem","eftergymnasial utbildning, mindre än 3 år","85-94 år","kvinnor",20
"Salem","eftergymnasial utbildning, mindre än 3 år","95+ år","män",1
"Salem","eftergymnasial utbildning, mindre än 3 år","95+ år","kvinnor",0
"Salem","eftergymnasial utbildning, 3 år eller mer","16-24 år","män",16
"Salem","eftergymnasial utbildning, 3 år eller mer","16-24 år","kvinnor",13
"Salem","eftergymnasial utbildning, 3 år eller mer","25-34 år","män",124
"Salem","eftergymnasial utbildning, 3 år eller mer","25-34 år","kvinnor",287
"Salem","eftergymnasial utbildning, 3 år eller mer","35-44 år","män",230
"Salem","eftergymnasial utbildning, 3 år eller mer","35-44 år","kvinnor",433
"Salem","eftergymnasial utbildning, 3 år eller mer","45-54 år","män",309
"Salem","eftergymnasial utbildning, 3 år eller mer","45-54 år","kvinnor",444
"Salem","eftergymnasial utbildning, 3 år eller mer","55-64 år","män",142
"Salem","eftergymnasial utbildning, 3 år eller mer","55-64 år","kvinnor",173
"Salem","eftergymnasial utbildning, 3 år eller mer","65-74 år","män",130
"Salem","eftergymnasial utbildning, 3 år eller mer","65-74 år","kvinnor",147
"Salem","eftergymnasial utbildning, 3 år eller mer","75-84 år","män",70
"Salem","eftergymnasial utbildning, 3 år eller mer","75-84 år","kvinnor",105
"Salem","eftergymnasial utbildning, 3 år eller mer","85-94 år","män",22
"Salem","eftergymnasial utbildning, 3 år eller mer","85-94 år","kvinnor",19
"Salem","eftergymnasial utbildning, 3 år eller mer","95+ år","män",3
"Salem","eftergymnasial utbildning, 3 år eller mer","95+ år","kvinnor",3
"Salem","forskarutbildning","16-24 år","män",0
"Salem","forskarutbildning","16-24 år","kvinnor",0
"Salem","forskarutbildning","25-34 år","män",1
"Salem","forskarutbildning","25-34 år","kvinnor",1
"Salem","forskarutbildning","35-44 år","män",9
"Salem","forskarutbildning","35-44 år","kvinnor",15
"Salem","forskarutbildning","45-54 år","män",41
"Salem","forskarutbildning","45-54 år","kvinnor",28
"Salem","forskarutbildning","55-64 år","män",30
"Salem","forskarutbildning","55-64 år","kvinnor",15
"Salem","forskarutbildning","65-74 år","män",18
"Salem","forskarutbildning","65-74 år","kvinnor",6
"Salem","forskarutbildning","75-84 år","män",9
"Salem","forskarutbildning","75-84 år","kvinnor",4
"Salem","forskarutbildning","85-94 år","män",2
"Salem","forskarutbildning","85-94 år","kvinnor",0
"Salem","forskarutbildning","95+ år","män",0
"Salem","forskarutbildning","95+ år","kvinnor",1
"Salem","uppgift om utbildningsnivå saknas","16-24 år","män",50
"Salem","uppgift om utbildningsnivå saknas","16-24 år","kvinnor",35
"Salem","uppgift om utbildningsnivå saknas","25-34 år","män",53
"Salem","uppgift om utbildningsnivå saknas","25-34 år","kvinnor",29
"Salem","uppgift om utbildningsnivå saknas","35-44 år","män",59
"Salem","uppgift om utbildningsnivå saknas","35-44 år","kvinnor",16
"Salem","uppgift om utbildningsnivå saknas","45-54 år","män",35
"Salem","uppgift om utbildningsnivå saknas","45-54 år","kvinnor",9
"Salem","uppgift om utbildningsnivå saknas","55-64 år","män",11
"Salem","uppgift om utbildningsnivå saknas","55-64 år","kvinnor",12
"Salem","uppgift om utbildningsnivå saknas","65-74 år","män",5
"Salem","uppgift om utbildningsnivå saknas","65-74 år","kvinnor",6
"Salem","uppgift om utbildningsnivå saknas","75-84 år","män",5
"Salem","uppgift om utbildningsnivå saknas","75-84 år","kvinnor",8
"Salem","uppgift om utbildningsnivå saknas","85-94 år","män",2
"Salem","uppgift om utbildningsnivå saknas","85-94 år","kvinnor",4
"Salem","uppgift om utbildningsnivå saknas","95+ år","män",1
"Salem","uppgift om utbildningsnivå saknas","95+ år","kvinnor",1
"Haninge","förgymnasial utbildning kortare än 9 år","16-24 år","män",70
"Haninge","förgymnasial utbildning kortare än 9 år","16-24 år","kvinnor",31
"Haninge","förgymnasial utbildning kortare än 9 år","25-34 år","män",182
"Haninge","förgymnasial utbildning kortare än 9 år","25-34 år","kvinnor",134
"Haninge","förgymnasial utbildning kortare än 9 år","35-44 år","män",271
"Haninge","förgymnasial utbildning kortare än 9 år","35-44 år","kvinnor",226
"Haninge","förgymnasial utbildning kortare än 9 år","45-54 år","män",191
"Haninge","förgymnasial utbildning kortare än 9 år","45-54 år","kvinnor",230
"Haninge","förgymnasial utbildning kortare än 9 år","55-64 år","män",162
"Haninge","förgymnasial utbildning kortare än 9 år","55-64 år","kvinnor",228
"Haninge","förgymnasial utbildning kortare än 9 år","65-74 år","män",347
"Haninge","förgymnasial utbildning kortare än 9 år","65-74 år","kvinnor",339
"Haninge","förgymnasial utbildning kortare än 9 år","75-84 år","män",561
"Haninge","förgymnasial utbildning kortare än 9 år","75-84 år","kvinnor",525
"Haninge","förgymnasial utbildning kortare än 9 år","85-94 år","män",134
"Haninge","förgymnasial utbildning kortare än 9 år","85-94 år","kvinnor",211
"Haninge","förgymnasial utbildning kortare än 9 år","95+ år","män",8
"Haninge","förgymnasial utbildning kortare än 9 år","95+ år","kvinnor",24
"Haninge","förgymnasial utbildning, 9 (10) år","16-24 år","män",2153
"Haninge","förgymnasial utbildning, 9 (10) år","16-24 år","kvinnor",1857
"Haninge","förgymnasial utbildning, 9 (10) år","25-34 år","män",892
"Haninge","förgymnasial utbildning, 9 (10) år","25-34 år","kvinnor",525
"Haninge","förgymnasial utbildning, 9 (10) år","35-44 år","män",855
"Haninge","förgymnasial utbildning, 9 (10) år","35-44 år","kvinnor",447
"Haninge","förgymnasial utbildning, 9 (10) år","45-54 år","män",825
"Haninge","förgymnasial utbildning, 9 (10) år","45-54 år","kvinnor",555
"Haninge","förgymnasial utbildning, 9 (10) år","55-64 år","män",838
"Haninge","förgymnasial utbildning, 9 (10) år","55-64 år","kvinnor",572
"Haninge","förgymnasial utbildning, 9 (10) år","65-74 år","män",613
"Haninge","förgymnasial utbildning, 9 (10) år","65-74 år","kvinnor",558
"Haninge","förgymnasial utbildning, 9 (10) år","75-84 år","män",155
"Haninge","förgymnasial utbildning, 9 (10) år","75-84 år","kvinnor",294
"Haninge","förgymnasial utbildning, 9 (10) år","85-94 år","män",30
"Haninge","förgymnasial utbildning, 9 (10) år","85-94 år","kvinnor",72
"Haninge","förgymnasial utbildning, 9 (10) år","95+ år","män",0
"Haninge","förgymnasial utbildning, 9 (10) år","95+ år","kvinnor",10
"Haninge","gymnasial utbildning, högst 2 år","16-24 år","män",243
"Haninge","gymnasial utbildning, högst 2 år","16-24 år","kvinnor",205
"Haninge","gymnasial utbildning, högst 2 år","25-34 år","män",797
"Haninge","gymnasial utbildning, högst 2 år","25-34 år","kvinnor",653
"Haninge","gymnasial utbildning, högst 2 år","35-44 år","män",1047
"Haninge","gymnasial utbildning, högst 2 år","35-44 år","kvinnor",845
"Haninge","gymnasial utbildning, högst 2 år","45-54 år","män",2368
"Haninge","gymnasial utbildning, högst 2 år","45-54 år","kvinnor",1703
"Haninge","gymnasial utbildning, högst 2 år","55-64 år","män",1787
"Haninge","gymnasial utbildning, högst 2 år","55-64 år","kvinnor",1660
"Haninge","gymnasial utbildning, högst 2 år","65-74 år","män",995
"Haninge","gymnasial utbildning, högst 2 år","65-74 år","kvinnor",1415
"Haninge","gymnasial utbildning, högst 2 år","75-84 år","män",553
"Haninge","gymnasial utbildning, högst 2 år","75-84 år","kvinnor",1000
"Haninge","gymnasial utbildning, högst 2 år","85-94 år","män",89
"Haninge","gymnasial utbildning, högst 2 år","85-94 år","kvinnor",228
"Haninge","gymnasial utbildning, högst 2 år","95+ år","män",2
"Haninge","gymnasial utbildning, högst 2 år","95+ år","kvinnor",20
"Haninge","gymnasial utbildning, 3 år","16-24 år","män",1795
"Haninge","gymnasial utbildning, 3 år","16-24 år","kvinnor",1708
"Haninge","gymnasial utbildning, 3 år","25-34 år","män",2984
"Haninge","gymnasial utbildning, 3 år","25-34 år","kvinnor",2336
"Haninge","gymnasial utbildning, 3 år","35-44 år","män",2113
"Haninge","gymnasial utbildning, 3 år","35-44 år","kvinnor",1696
"Haninge","gymnasial utbildning, 3 år","45-54 år","män",1011
"Haninge","gymnasial utbildning, 3 år","45-54 år","kvinnor",1348
"Haninge","gymnasial utbildning, 3 år","55-64 år","män",621
"Haninge","gymnasial utbildning, 3 år","55-64 år","kvinnor",675
"Haninge","gymnasial utbildning, 3 år","65-74 år","män",707
"Haninge","gymnasial utbildning, 3 år","65-74 år","kvinnor",477
"Haninge","gymnasial utbildning, 3 år","75-84 år","män",528
"Haninge","gymnasial utbildning, 3 år","75-84 år","kvinnor",206
"Haninge","gymnasial utbildning, 3 år","85-94 år","män",95
"Haninge","gymnasial utbildning, 3 år","85-94 år","kvinnor",31
"Haninge","gymnasial utbildning, 3 år","95+ år","män",5
"Haninge","gymnasial utbildning, 3 år","95+ år","kvinnor",4
"Haninge","eftergymnasial utbildning, mindre än 3 år","16-24 år","män",295
"Haninge","eftergymnasial utbildning, mindre än 3 år","16-24 år","kvinnor",480
"Haninge","eftergymnasial utbildning, mindre än 3 år","25-34 år","män",1018
"Haninge","eftergymnasial utbildning, mindre än 3 år","25-34 år","kvinnor",1152
"Haninge","eftergymnasial utbildning, mindre än 3 år","35-44 år","män",949
"Haninge","eftergymnasial utbildning, mindre än 3 år","35-44 år","kvinnor",950
"Haninge","eftergymnasial utbildning, mindre än 3 år","45-54 år","män",960
"Haninge","eftergymnasial utbildning, mindre än 3 år","45-54 år","kvinnor",798
"Haninge","eftergymnasial utbildning, mindre än 3 år","55-64 år","män",597
"Haninge","eftergymnasial utbildning, mindre än 3 år","55-64 år","kvinnor",605
"Haninge","eftergymnasial utbildning, mindre än 3 år","65-74 år","män",455
"Haninge","eftergymnasial utbildning, mindre än 3 år","65-74 år","kvinnor",574
"Haninge","eftergymnasial utbildning, mindre än 3 år","75-84 år","män",221
"Haninge","eftergymnasial utbildning, mindre än 3 år","75-84 år","kvinnor",266
"Haninge","eftergymnasial utbildning, mindre än 3 år","85-94 år","män",43
"Haninge","eftergymnasial utbildning, mindre än 3 år","85-94 år","kvinnor",61
"Haninge","eftergymnasial utbildning, mindre än 3 år","95+ år","män",0
"Haninge","eftergymnasial utbildning, mindre än 3 år","95+ år","kvinnor",3
"Haninge","eftergymnasial utbildning, 3 år eller mer","16-24 år","män",55
"Haninge","eftergymnasial utbildning, 3 år eller mer","16-24 år","kvinnor",124
"Haninge","eftergymnasial utbildning, 3 år eller mer","25-34 år","män",847
"Haninge","eftergymnasial utbildning, 3 år eller mer","25-34 år","kvinnor",1732
"Haninge","eftergymnasial utbildning, 3 år eller mer","35-44 år","män",1152
"Haninge","eftergymnasial utbildning, 3 år eller mer","35-44 år","kvinnor",1816
"Haninge","eftergymnasial utbildning, 3 år eller mer","45-54 år","män",865
"Haninge","eftergymnasial utbildning, 3 år eller mer","45-54 år","kvinnor",1238
"Haninge","eftergymnasial utbildning, 3 år eller mer","55-64 år","män",541
