"region","ålder","kön","X2019"
"Ydre","29","kvinnor",19
"Ydre","30","män",14
"Ydre","30","kvinnor",24
"Ydre","31","män",17
"Ydre","31","kvinnor",13
"Ydre","32","män",17
"Ydre","32","kvinnor",18
"Ydre","33","män",23
"Ydre","33","kvinnor",20
"Ydre","34","män",15
"Ydre","34","kvinnor",22
"Ydre","35","män",18
"Ydre","35","kvinnor",11
"Ydre","36","män",17
"Ydre","36","kvinnor",11
"Ydre","37","män",24
"Ydre","37","kvinnor",15
"Ydre","38","män",20
"Ydre","38","kvinnor",17
"Ydre","39","män",19
"Ydre","39","kvinnor",13
"Ydre","40","män",12
"Ydre","40","kvinnor",12
"Ydre","41","män",15
"Ydre","41","kvinnor",10
"Ydre","42","män",18
"Ydre","42","kvinnor",26
"Ydre","43","män",17
"Ydre","43","kvinnor",26
"Ydre","44","män",25
"Ydre","44","kvinnor",19
"Ydre","45","män",27
"Ydre","45","kvinnor",22
"Ydre","46","män",30
"Ydre","46","kvinnor",22
"Ydre","47","män",21
"Ydre","47","kvinnor",18
"Ydre","48","män",24
"Ydre","48","kvinnor",25
"Ydre","49","män",21
"Ydre","49","kvinnor",25
"Ydre","50","män",15
"Ydre","50","kvinnor",20
"Ydre","51","män",21
"Ydre","51","kvinnor",19
"Ydre","52","män",19
"Ydre","52","kvinnor",26
"Ydre","53","män",37
"Ydre","53","kvinnor",22
"Ydre","54","män",20
"Ydre","54","kvinnor",25
"Ydre","55","män",25
"Ydre","55","kvinnor",34
"Ydre","56","män",34
"Ydre","56","kvinnor",19
"Ydre","57","män",23
"Ydre","57","kvinnor",22
"Ydre","58","män",35
"Ydre","58","kvinnor",20
"Ydre","59","män",19
"Ydre","59","kvinnor",26
"Ydre","60","män",28
"Ydre","60","kvinnor",31
"Ydre","61","män",27
"Ydre","61","kvinnor",29
"Ydre","62","män",28
"Ydre","62","kvinnor",33
"Ydre","63","män",35
"Ydre","63","kvinnor",31
"Ydre","64","män",17
"Ydre","64","kvinnor",27
"Ydre","65","män",31
"Ydre","65","kvinnor",34
"Ydre","66","män",29
"Ydre","66","kvinnor",27
"Ydre","67","män",29
"Ydre","67","kvinnor",25
"Ydre","68","män",30
"Ydre","68","kvinnor",32
"Ydre","69","män",35
"Ydre","69","kvinnor",29
"Ydre","70","män",27
"Ydre","70","kvinnor",31
"Ydre","71","män",28
"Ydre","71","kvinnor",31
"Ydre","72","män",36
"Ydre","72","kvinnor",28
"Ydre","73","män",42
"Ydre","73","kvinnor",30
"Ydre","74","män",30
"Ydre","74","kvinnor",22
"Ydre","75","män",32
"Ydre","75","kvinnor",42
"Ydre","76","män",28
"Ydre","76","kvinnor",23
"Ydre","77","män",25
"Ydre","77","kvinnor",17
"Ydre","78","män",18
"Ydre","78","kvinnor",19
"Ydre","79","män",22
"Ydre","79","kvinnor",19
"Ydre","80","män",19
"Ydre","80","kvinnor",16
"Ydre","81","män",12
"Ydre","81","kvinnor",16
"Ydre","82","män",18
"Ydre","82","kvinnor",15
"Ydre","83","män",14
"Ydre","83","kvinnor",14
"Ydre","84","män",10
"Ydre","84","kvinnor",9
"Ydre","85","män",7
"Ydre","85","kvinnor",12
"Ydre","86","män",3
"Ydre","86","kvinnor",9
"Ydre","87","män",8
"Ydre","87","kvinnor",5
"Ydre","88","män",6
"Ydre","88","kvinnor",9
"Ydre","89","män",6
"Ydre","89","kvinnor",8
"Ydre","90","män",7
"Ydre","90","kvinnor",4
"Ydre","91","män",4
"Ydre","91","kvinnor",5
"Ydre","92","män",3
"Ydre","92","kvinnor",7
"Ydre","93","män",1
"Ydre","93","kvinnor",7
"Ydre","94","män",2
"Ydre","94","kvinnor",2
"Ydre","95","män",0
"Ydre","95","kvinnor",2
"Ydre","96","män",2
"Ydre","96","kvinnor",0
"Ydre","97","män",0
"Ydre","97","kvinnor",0
"Ydre","98","män",0
"Ydre","98","kvinnor",1
"Ydre","99","män",1
"Ydre","99","kvinnor",1
"Ydre","100","män",1
"Ydre","100","kvinnor",1
"Kinda","0","män",59
"Kinda","0","kvinnor",45
"Kinda","1","män",62
"Kinda","1","kvinnor",44
"Kinda","2","män",43
"Kinda","2","kvinnor",48
"Kinda","3","män",76
"Kinda","3","kvinnor",58
"Kinda","4","män",48
"Kinda","4","kvinnor",50
"Kinda","5","män",53
"Kinda","5","kvinnor",62
"Kinda","6","män",51
"Kinda","6","kvinnor",54
"Kinda","7","män",48
"Kinda","7","kvinnor",56
"Kinda","8","män",48
"Kinda","8","kvinnor",43
"Kinda","9","män",64
"Kinda","9","kvinnor",49
"Kinda","10","män",53
"Kinda","10","kvinnor",58
"Kinda","11","män",57
"Kinda","11","kvinnor",54
"Kinda","12","män",67
"Kinda","12","kvinnor",42
"Kinda","13","män",60
"Kinda","13","kvinnor",65
"Kinda","14","män",56
"Kinda","14","kvinnor",57
"Kinda","15","män",55
"Kinda","15","kvinnor",81
"Kinda","16","män",67
"Kinda","16","kvinnor",53
"Kinda","17","män",53
"Kinda","17","kvinnor",59
"Kinda","18","män",42
"Kinda","18","kvinnor",60
"Kinda","19","män",57
"Kinda","19","kvinnor",53
"Kinda","20","män",57
"Kinda","20","kvinnor",46
"Kinda","21","män",54
"Kinda","21","kvinnor",38
"Kinda","22","män",43
"Kinda","22","kvinnor",36
"Kinda","23","män",48
"Kinda","23","kvinnor",47
"Kinda","24","män",49
"Kinda","24","kvinnor",38
"Kinda","25","män",47
"Kinda","25","kvinnor",38
"Kinda","26","män",54
"Kinda","26","kvinnor",34
"Kinda","27","män",53
"Kinda","27","kvinnor",52
"Kinda","28","män",53
"Kinda","28","kvinnor",62
"Kinda","29","män",60
"Kinda","29","kvinnor",51
"Kinda","30","män",64
"Kinda","30","kvinnor",51
"Kinda","31","män",55
"Kinda","31","kvinnor",46
"Kinda","32","män",53
"Kinda","32","kvinnor",52
"Kinda","33","män",52
"Kinda","33","kvinnor",45
"Kinda","34","män",51
"Kinda","34","kvinnor",44
"Kinda","35","män",68
"Kinda","35","kvinnor",29
"Kinda","36","män",55
"Kinda","36","kvinnor",52
"Kinda","37","män",45
"Kinda","37","kvinnor",37
"Kinda","38","män",45
"Kinda","38","kvinnor",54
"Kinda","39","män",52
"Kinda","39","kvinnor",48
"Kinda","40","män",41
"Kinda","40","kvinnor",43
"Kinda","41","män",46
"Kinda","41","kvinnor",55
"Kinda","42","män",49
"Kinda","42","kvinnor",60
"Kinda","43","män",41
"Kinda","43","kvinnor",49
"Kinda","44","män",49
"Kinda","44","kvinnor",55
"Kinda","45","män",61
"Kinda","45","kvinnor",59
"Kinda","46","män",60
"Kinda","46","kvinnor",61
"Kinda","47","män",67
"Kinda","47","kvinnor",64
"Kinda","48","män",58
"Kinda","48","kvinnor",50
"Kinda","49","män",61
"Kinda","49","kvinnor",61
"Kinda","50","män",69
"Kinda","50","kvinnor",61
"Kinda","51","män",63
"Kinda","51","kvinnor",73
"Kinda","52","män",67
"Kinda","52","kvinnor",71
"Kinda","53","män",71
"Kinda","53","kvinnor",72
"Kinda","54","män",87
"Kinda","54","kvinnor",64
"Kinda","55","män",63
"Kinda","55","kvinnor",66
"Kinda","56","män",60
"Kinda","56","kvinnor",66
"Kinda","57","män",64
"Kinda","57","kvinnor",87
"Kinda","58","män",57
"Kinda","58","kvinnor",49
"Kinda","59","män",55
"Kinda","59","kvinnor",61
"Kinda","60","män",75
"Kinda","60","kvinnor",60
"Kinda","61","män",69
"Kinda","61","kvinnor",68
"Kinda","62","män",61
"Kinda","62","kvinnor",58
"Kinda","63","män",70
"Kinda","63","kvinnor",58
"Kinda","64","män",81
"Kinda","64","kvinnor",75
"Kinda","65","män",73
"Kinda","65","kvinnor",68
"Kinda","66","män",73
"Kinda","66","kvinnor",79
"Kinda","67","män",77
"Kinda","67","kvinnor",68
"Kinda","68","män",71
"Kinda","68","kvinnor",64
"Kinda","69","män",78
"Kinda","69","kvinnor",91
"Kinda","70","män",67
"Kinda","70","kvinnor",64
"Kinda","71","män",81
"Kinda","71","kvinnor",64
"Kinda","72","män",62
"Kinda","72","kvinnor",72
"Kinda","73","män",73
"Kinda","73","kvinnor",60
"Kinda","74","män",59
"Kinda","74","kvinnor",60
"Kinda","75","män",65
"Kinda","75","kvinnor",72
"Kinda","76","män",59
"Kinda","76","kvinnor",55
"Kinda","77","män",64
"Kinda","77","kvinnor",51
"Kinda","78","män",56
"Kinda","78","kvinnor",57
"Kinda","79","män",43
"Kinda","79","kvinnor",51
"Kinda","80","män",49
"Kinda","80","kvinnor",55
"Kinda","81","män",45
"Kinda","81","kvinnor",29
"Kinda","82","män",31
"Kinda","82","kvinnor",43
"Kinda","83","män",25
"Kinda","83","kvinnor",36
"Kinda","84","män",28
"Kinda","84","kvinnor",27
"Kinda","85","män",32
"Kinda","85","kvinnor",27
"Kinda","86","män",13
"Kinda","86","kvinnor",24
"Kinda","87","män",13
"Kinda","87","kvinnor",23
"Kinda","88","män",21
"Kinda","88","kvinnor",27
"Kinda","89","män",15
"Kinda","89","kvinnor",16
"Kinda","90","män",19
"Kinda","90","kvinnor",26
"Kinda","91","män",8
"Kinda","91","kvinnor",12
"Kinda","92","män",5
"Kinda","92","kvinnor",15
"Kinda","93","män",7
"Kinda","93","kvinnor",8
"Kinda","94","män",1
"Kinda","94","kvinnor",7
"Kinda","95","män",2
"Kinda","95","kvinnor",4
"Kinda","96","män",2
"Kinda","96","kvinnor",6
"Kinda","97","män",0
"Kinda","97","kvinnor",0
"Kinda","98","män",0
"Kinda","98","kvinnor",1
"Kinda","99","män",0
"Kinda","99","kvinnor",2
"Kinda","100","män",0
"Kinda","100","kvinnor",0
"Boxholm","0","män",23
"Boxholm","0","kvinnor",27
"Boxholm","1","män",33
"Boxholm","1","kvinnor",22
"Boxholm","2","män",29
"Boxholm","2","kvinnor",23
"Boxholm","3","män",34
"Boxholm","3","kvinnor",33
"Boxholm","4","män",32
"Boxholm","4","kvinnor",30
"Boxholm","5","män",37
"Boxholm","5","kvinnor",34
"Boxholm","6","män",32
"Boxholm","6","kvinnor",30
"Boxholm","7","män",26
"Boxholm","7","kvinnor",30
"Boxholm","8","män",27
"Boxholm","8","kvinnor",34
"Boxholm","9","män",38
"Boxholm","9","kvinnor",32
"Boxholm","10","män",30
"Boxholm","10","kvinnor",24
"Boxholm","11","män",22
"Boxholm","11","kvinnor",32
"Boxholm","12","män",32
"Boxholm","12","kvinnor",22
"Boxholm","13","män",25
"Boxholm","13","kvinnor",30
"Boxholm","14","män",25
"Boxholm","14","kvinnor",29
"Boxholm","15","män",29
"Boxholm","15","kvinnor",23
"Boxholm","16","män",22
"Boxholm","16","kvinnor",29
"Boxholm","17","män",32
"Boxholm","17","kvinnor",28
"Boxholm","18","män",31
"Boxholm","18","kvinnor",35
"Boxholm","19","män",31
"Boxholm","19","kvinnor",26
"Boxholm","20","män",26
"Boxholm","20","kvinnor",28
"Boxholm","21","män",32
"Boxholm","21","kvinnor",28
"Boxholm","22","män",34
"Boxholm","22","kvinnor",27
"Boxholm","23","män",24
"Boxholm","23","kvinnor",26
"Boxholm","24","män",20
"Boxholm","24","kvinnor",21
"Boxholm","25","män",29
"Boxholm","25","kvinnor",23
"Boxholm","26","män",24
"Boxholm","26","kvinnor",29
"Boxholm","27","män",38
"Boxholm","27","kvinnor",20
"Boxholm","28","män",35
"Boxholm","28","kvinnor",22
"Boxholm","29","män",35
"Boxholm","29","kvinnor",35
"Boxholm","30","män",37
"Boxholm","30","kvinnor",35
"Boxholm","31","män",37
"Boxholm","31","kvinnor",31
"Boxholm","32","män",21
"Boxholm","32","kvinnor",31
"Boxholm","33","män",30
"Boxholm","33","kvinnor",26
"Boxholm","34","män",32
"Boxholm","34","kvinnor",28
"Boxholm","35","män",41
"Boxholm","35","kvinnor",28
"Boxholm","36","män",16
"Boxholm","36","kvinnor",25
"Boxholm","37","män",29
"Boxholm","37","kvinnor",29
"Boxholm","38","män",24
"Boxholm","38","kvinnor",25
"Boxholm","39","män",32
"Boxholm","39","kvinnor",26
"Boxholm","40","män",24
"Boxholm","40","kvinnor",22
"Boxholm","41","män",33
"Boxholm","41","kvinnor",23
"Boxholm","42","män",22
"Boxholm","42","kvinnor",20
"Boxholm","43","män",30
"Boxholm","43","kvinnor",27
"Boxholm","44","män",29
"Boxholm","44","kvinnor",29
"Boxholm","45","män",28
"Boxholm","45","kvinnor",25
"Boxholm","46","män",34
"Boxholm","46","kvinnor",34
"Boxholm","47","män",32
"Boxholm","47","kvinnor",37
"Boxholm","48","män",40
"Boxholm","48","kvinnor",41
"Boxholm","49","män",34
"Boxholm","49","kvinnor",21
"Boxholm","50","män",45
"Boxholm","50","kvinnor",35
"Boxholm","51","män",36
"Boxholm","51","kvinnor",36
"Boxholm","52","män",43
"Boxholm","52","kvinnor",35
"Boxholm","53","män",49
"Boxholm","53","kvinnor",41
"Boxholm","54","män",43
"Boxholm","54","kvinnor",39
"Boxholm","55","män",47
"Boxholm","55","kvinnor",45
"Boxholm","56","män",36
"Boxholm","56","kvinnor",35
"Boxholm","57","män",43
"Boxholm","57","kvinnor",32
"Boxholm","58","män",42
"Boxholm","58","kvinnor",35
"Boxholm","59","män",26
"Boxholm","59","kvinnor",34
"Boxholm","60","män",41
"Boxholm","60","kvinnor",29
"Boxholm","61","män",37
"Boxholm","61","kvinnor",33
"Boxholm","62","män",40
"Boxholm","62","kvinnor",39
"Boxholm","63","män",51
"Boxholm","63","kvinnor",31
"Boxholm","64","män",40
"Boxholm","64","kvinnor",36
"Boxholm","65","män",30
"Boxholm","65","kvinnor",37
"Boxholm","66","män",40
"Boxholm","66","kvinnor",43
"Boxholm","67","män",41
"Boxholm","67","kvinnor",38
"Boxholm","68","män",42
"Boxholm","68","kvinnor",33
"Boxholm","69","män",41
"Boxholm","69","kvinnor",39
"Boxholm","70","män",40
"Boxholm","70","kvinnor",31
"Boxholm","71","män",49
"Boxholm","71","kvinnor",47
"Boxholm","72","män",53
"Boxholm","72","kvinnor",32
"Boxholm","73","män",42
"Boxholm","73","kvinnor",30
"Boxholm","74","män",36
"Boxholm","74","kvinnor",40
"Boxholm","75","män",39
"Boxholm","75","kvinnor",38
"Boxholm","76","män",36
"Boxholm","76","kvinnor",40
"Boxholm","77","män",40
"Boxholm","77","kvinnor",28
"Boxholm","78","män",17
"Boxholm","78","kvinnor",31
"Boxholm","79","män",21
"Boxholm","79","kvinnor",30
"Boxholm","80","män",20
"Boxholm","80","kvinnor",14
"Boxholm","81","män",20
"Boxholm","81","kvinnor",15
"Boxholm","82","män",22
"Boxholm","82","kvinnor",16
"Boxholm","83","män",13
"Boxholm","83","kvinnor",20
"Boxholm","84","män",6
"Boxholm","84","kvinnor",17
"Boxholm","85","män",11
"Boxholm","85","kvinnor",11
"Boxholm","86","män",8
"Boxholm","86","kvinnor",10
"Boxholm","87","män",13
"Boxholm","87","kvinnor",12
"Boxholm","88","män",7
"Boxholm","88","kvinnor",12
"Boxholm","89","män",6
"Boxholm","89","kvinnor",8
"Boxholm","90","män",1
"Boxholm","90","kvinnor",7
"Boxholm","91","män",2
"Boxholm","91","kvinnor",6
"Boxholm","92","män",9
"Boxholm","92","kvinnor",13
"Boxholm","93","män",5
"Boxholm","93","kvinnor",4
"Boxholm","94","män",3
"Boxholm","94","kvinnor",5
"Boxholm","95","män",2
"Boxholm","95","kvinnor",4
"Boxholm","96","män",1
"Boxholm","96","kvinnor",3
"Boxholm","97","män",1
"Boxholm","97","kvinnor",1
"Boxholm","98","män",1
"Boxholm","98","kvinnor",1
"Boxholm","99","män",0
"Boxholm","99","kvinnor",0
"Boxholm","100","män",0
"Boxholm","100","kvinnor",1
"Åtvidaberg","0","män",58
"Åtvidaberg","0","kvinnor",32
"Åtvidaberg","1","män",68
"Åtvidaberg","1","kvinnor",63
"Åtvidaberg","2","män",63
"Åtvidaberg","2","kvinnor",57
"Åtvidaberg","3","män",67
"Åtvidaberg","3","kvinnor",70
"Åtvidaberg","4","män",69
"Åtvidaberg","4","kvinnor",63
"Åtvidaberg","5","män",60
"Åtvidaberg","5","kvinnor",60
"Åtvidaberg","6","män",63
"Åtvidaberg","6","kvinnor",72
"Åtvidaberg","7","män",63
"Åtvidaberg","7","kvinnor",71
"Åtvidaberg","8","män",67
"Åtvidaberg","8","kvinnor",62
"Åtvidaberg","9","män",53
"Åtvidaberg","9","kvinnor",43
"Åtvidaberg","10","män",75
"Åtvidaberg","10","kvinnor",54
"Åtvidaberg","11","män",74
"Åtvidaberg","11","kvinnor",67
"Åtvidaberg","12","män",57
"Åtvidaberg","12","kvinnor",62
"Åtvidaberg","13","män",73
"Åtvidaberg","13","kvinnor",77
"Åtvidaberg","14","män",48
"Åtvidaberg","14","kvinnor",76
"Åtvidaberg","15","män",71
"Åtvidaberg","15","kvinnor",66
"Åtvidaberg","16","män",52
"Åtvidaberg","16","kvinnor",71
"Åtvidaberg","17","män",64
"Åtvidaberg","17","kvinnor",65
"Åtvidaberg","18","män",55
"Åtvidaberg","18","kvinnor",64
"Åtvidaberg","19","män",73
"Åtvidaberg","19","kvinnor",51
"Åtvidaberg","20","män",60
"Åtvidaberg","20","kvinnor",57
"Åtvidaberg","21","män",64
"Åtvidaberg","21","kvinnor",42
"Åtvidaberg","22","män",59
"Åtvidaberg","22","kvinnor",38
"Åtvidaberg","23","män",48
"Åtvidaberg","23","kvinnor",44
"Åtvidaberg","24","män",58
"Åtvidaberg","24","kvinnor",47
"Åtvidaberg","25","män",67
"Åtvidaberg","25","kvinnor",49
"Åtvidaberg","26","män",56
"Åtvidaberg","26","kvinnor",44
"Åtvidaberg","27","män",63
"Åtvidaberg","27","kvinnor",60
"Åtvidaberg","28","män",70
"Åtvidaberg","28","kvinnor",51
"Åtvidaberg","29","män",93
"Åtvidaberg","29","kvinnor",72
"Åtvidaberg","30","män",57
"Åtvidaberg","30","kvinnor",63
"Åtvidaberg","31","män",68
"Åtvidaberg","31","kvinnor",62
"Åtvidaberg","32","män",65
"Åtvidaberg","32","kvinnor",40
"Åtvidaberg","33","män",45
"Åtvidaberg","33","kvinnor",42
"Åtvidaberg","34","män",74
"Åtvidaberg","34","kvinnor",67
"Åtvidaberg","35","män",56
"Åtvidaberg","35","kvinnor",54
"Åtvidaberg","36","män",59
"Åtvidaberg","36","kvinnor",65
"Åtvidaberg","37","män",53
"Åtvidaberg","37","kvinnor",39
"Åtvidaberg","38","män",51
"Åtvidaberg","38","kvinnor",52
"Åtvidaberg","39","män",59
"Åtvidaberg","39","kvinnor",66
"Åtvidaberg","40","män",59
"Åtvidaberg","40","kvinnor",47
"Åtvidaberg","41","män",58
"Åtvidaberg","41","kvinnor",66
"Åtvidaberg","42","män",66
"Åtvidaberg","42","kvinnor",56
"Åtvidaberg","43","män",66
"Åtvidaberg","43","kvinnor",61
"Åtvidaberg","44","män",73
"Åtvidaberg","44","kvinnor",73
"Åtvidaberg","45","män",78
"Åtvidaberg","45","kvinnor",81
"Åtvidaberg","46","män",83
"Åtvidaberg","46","kvinnor",77
"Åtvidaberg","47","män",91
"Åtvidaberg","47","kvinnor",74
"Åtvidaberg","48","män",76
"Åtvidaberg","48","kvinnor",77
"Åtvidaberg","49","män",90
"Åtvidaberg","49","kvinnor",69
"Åtvidaberg","50","män",68
"Åtvidaberg","50","kvinnor",79
"Åtvidaberg","51","män",74
"Åtvidaberg","51","kvinnor",66
"Åtvidaberg","52","män",84
"Åtvidaberg","52","kvinnor",61
"Åtvidaberg","53","män",78
"Åtvidaberg","53","kvinnor",81
"Åtvidaberg","54","män",96
"Åtvidaberg","54","kvinnor",90
"Åtvidaberg","55","män",89
"Åtvidaberg","55","kvinnor",83
"Åtvidaberg","56","män",99
"Åtvidaberg","56","kvinnor",73
"Åtvidaberg","57","män",70
"Åtvidaberg","57","kvinnor",78
"Åtvidaberg","58","män",64
"Åtvidaberg","58","kvinnor",55
"Åtvidaberg","59","män",79
"Åtvidaberg","59","kvinnor",66
"Åtvidaberg","60","män",74
"Åtvidaberg","60","kvinnor",70
"Åtvidaberg","61","män",71
"Åtvidaberg","61","kvinnor",69
"Åtvidaberg","62","män",68
"Åtvidaberg","62","kvinnor",72
"Åtvidaberg","63","män",73
"Åtvidaberg","63","kvinnor",76
"Åtvidaberg","64","män",76
"Åtvidaberg","64","kvinnor",53
"Åtvidaberg","65","män",78
"Åtvidaberg","65","kvinnor",82
"Åtvidaberg","66","män",81
"Åtvidaberg","66","kvinnor",76
"Åtvidaberg","67","män",72
"Åtvidaberg","67","kvinnor",72
"Åtvidaberg","68","män",76
"Åtvidaberg","68","kvinnor",85
"Åtvidaberg","69","män",75
"Åtvidaberg","69","kvinnor",80
"Åtvidaberg","70","män",95
"Åtvidaberg","70","kvinnor",79
"Åtvidaberg","71","män",74
"Åtvidaberg","71","kvinnor",78
"Åtvidaberg","72","män",80
"Åtvidaberg","72","kvinnor",91
"Åtvidaberg","73","män",76
"Åtvidaberg","73","kvinnor",85
"Åtvidaberg","74","män",61
"Åtvidaberg","74","kvinnor",90
"Åtvidaberg","75","män",100
"Åtvidaberg","75","kvinnor",58
"Åtvidaberg","76","män",66
"Åtvidaberg","76","kvinnor",64
"Åtvidaberg","77","män",63
"Åtvidaberg","77","kvinnor",72
"Åtvidaberg","78","män",64
"Åtvidaberg","78","kvinnor",46
"Åtvidaberg","79","män",67
"Åtvidaberg","79","kvinnor",62
"Åtvidaberg","80","män",43
"Åtvidaberg","80","kvinnor",57
"Åtvidaberg","81","män",45
"Åtvidaberg","81","kvinnor",45
"Åtvidaberg","82","män",40
"Åtvidaberg","82","kvinnor",38
"Åtvidaberg","83","män",33
"Åtvidaberg","83","kvinnor",48
"Åtvidaberg","84","män",31
"Åtvidaberg","84","kvinnor",39
"Åtvidaberg","85","män",23
"Åtvidaberg","85","kvinnor",42
"Åtvidaberg","86","män",20
"Åtvidaberg","86","kvinnor",30
"Åtvidaberg","87","män",17
"Åtvidaberg","87","kvinnor",37
"Åtvidaberg","88","män",19
"Åtvidaberg","88","kvinnor",23
"Åtvidaberg","89","män",13
"Åtvidaberg","89","kvinnor",27
"Åtvidaberg","90","män",16
"Åtvidaberg","90","kvinnor",21
"Åtvidaberg","91","män",8
"Åtvidaberg","91","kvinnor",14
"Åtvidaberg","92","män",8
"Åtvidaberg","92","kvinnor",15
"Åtvidaberg","93","män",2
"Åtvidaberg","93","kvinnor",11
"Åtvidaberg","94","män",4
"Åtvidaberg","94","kvinnor",7
"Åtvidaberg","95","män",3
"Åtvidaberg","95","kvinnor",5
"Åtvidaberg","96","män",0
"Åtvidaberg","96","kvinnor",3
"Åtvidaberg","97","män",1
"Åtvidaberg","97","kvinnor",6
"Åtvidaberg","98","män",0
"Åtvidaberg","98","kvinnor",2
"Åtvidaberg","99","män",1
"Åtvidaberg","99","kvinnor",0
"Åtvidaberg","100","män",1
"Åtvidaberg","100","kvinnor",3
"Finspång","0","män",114
"Finspång","0","kvinnor",106
"Finspång","1","män",119
"Finspång","1","kvinnor",125
"Finspång","2","män",111
"Finspång","2","kvinnor",115
"Finspång","3","män",141
"Finspång","3","kvinnor",109
"Finspång","4","män",143
"Finspång","4","kvinnor",128
"Finspång","5","män",127
"Finspång","5","kvinnor",125
"Finspång","6","män",135
"Finspång","6","kvinnor",115
"Finspång","7","män",132
"Finspång","7","kvinnor",135
"Finspång","8","män",150
"Finspång","8","kvinnor",144
"Finspång","9","män",129
"Finspång","9","kvinnor",108
"Finspång","10","män",127
"Finspång","10","kvinnor",136
"Finspång","11","män",130
"Finspång","11","kvinnor",109
"Finspång","12","män",123
"Finspång","12","kvinnor",118
"Finspång","13","män",132
"Finspång","13","kvinnor",99
"Finspång","14","män",118
"Finspång","14","kvinnor",113
"Finspång","15","män",112
"Finspång","15","kvinnor",96
"Finspång","16","män",120
"Finspång","16","kvinnor",127
"Finspång","17","män",123
"Finspång","17","kvinnor",125
"Finspång","18","män",118
"Finspång","18","kvinnor",120
"Finspång","19","män",141
"Finspång","19","kvinnor",109
"Finspång","20","män",151
"Finspång","20","kvinnor",87
"Finspång","21","män",119
"Finspång","21","kvinnor",73
"Finspång","22","män",105
"Finspång","22","kvinnor",85
"Finspång","23","män",98
"Finspång","23","kvinnor",102
"Finspång","24","män",131
"Finspång","24","kvinnor",91
"Finspång","25","män",115
"Finspång","25","kvinnor",110
"Finspång","26","män",135
"Finspång","26","kvinnor",119
"Finspång","27","män",125
"Finspång","27","kvinnor",129
"Finspång","28","män",132
"Finspång","28","kvinnor",126
"Finspång","29","män",135
"Finspång","29","kvinnor",139
"Finspång","30","män",139
"Finspång","30","kvinnor",129
"Finspång","31","män",158
"Finspång","31","kvinnor",132
"Finspång","32","män",135
"Finspång","32","kvinnor",114
"Finspång","33","män",132
"Finspång","33","kvinnor",131
"Finspång","34","män",139
"Finspång","34","kvinnor",103
"Finspång","35","män",119
"Finspång","35","kvinnor",106
"Finspång","36","män",114
"Finspång","36","kvinnor",134
"Finspång","37","män",141
"Finspång","37","kvinnor",100
"Finspång","38","män",133
"Finspång","38","kvinnor",110
"Finspång","39","män",109
"Finspång","39","kvinnor",129
"Finspång","40","män",117
"Finspång","40","kvinnor",113
"Finspång","41","män",121
"Finspång","41","kvinnor",104
"Finspång","42","män",123
"Finspång","42","kvinnor",104
"Finspång","43","män",111
"Finspång","43","kvinnor",110
"Finspång","44","män",129
"Finspång","44","kvinnor",135
"Finspång","45","män",142
"Finspång","45","kvinnor",137
"Finspång","46","män",148
"Finspång","46","kvinnor",147
"Finspång","47","män",131
"Finspång","47","kvinnor",148
"Finspång","48","män",147
"Finspång","48","kvinnor",115
"Finspång","49","män",166
"Finspång","49","kvinnor",135
"Finspång","50","män",156
"Finspång","50","kvinnor",117
"Finspång","51","män",140
"Finspång","51","kvinnor",146
"Finspång","52","män",151
"Finspång","52","kvinnor",140
"Finspång","53","män",168
"Finspång","53","kvinnor",155
"Finspång","54","män",171
"Finspång","54","kvinnor",164
"Finspång","55","män",162
"Finspång","55","kvinnor",134
"Finspång","56","män",155
"Finspång","56","kvinnor",119
"Finspång","57","män",132
"Finspång","57","kvinnor",129
"Finspång","58","män",145
"Finspång","58","kvinnor",129
"Finspång","59","män",149
"Finspång","59","kvinnor",115
"Finspång","60","män",140
"Finspång","60","kvinnor",133
"Finspång","61","män",132
"Finspång","61","kvinnor",135
"Finspång","62","män",132
"Finspång","62","kvinnor",132
"Finspång","63","män",124
"Finspång","63","kvinnor",130
"Finspång","64","män",130
"Finspång","64","kvinnor",132
"Finspång","65","män",143
"Finspång","65","kvinnor",136
"Finspång","66","män",141
"Finspång","66","kvinnor",122
"Finspång","67","män",141
"Finspång","67","kvinnor",128
"Finspång","68","män",125
"Finspång","68","kvinnor",136
"Finspång","69","män",153
"Finspång","69","kvinnor",152
"Finspång","70","män",150
"Finspång","70","kvinnor",147
"Finspång","71","män",149
"Finspång","71","kvinnor",151
"Finspång","72","män",141
"Finspång","72","kvinnor",144
"Finspång","73","män",140
"Finspång","73","kvinnor",143
"Finspång","74","män",144
"Finspång","74","kvinnor",132
"Finspång","75","män",133
"Finspång","75","kvinnor",142
"Finspång","76","män",138
"Finspång","76","kvinnor",133
"Finspång","77","män",107
"Finspång","77","kvinnor",111
"Finspång","78","män",119
"Finspång","78","kvinnor",112
"Finspång","79","män",79
"Finspång","79","kvinnor",95
"Finspång","80","män",64
"Finspång","80","kvinnor",67
"Finspång","81","män",73
"Finspång","81","kvinnor",96
"Finspång","82","män",75
"Finspång","82","kvinnor",84
"Finspång","83","män",57
"Finspång","83","kvinnor",62
"Finspång","84","män",55
"Finspång","84","kvinnor",75
"Finspång","85","män",51
"Finspång","85","kvinnor",59
"Finspång","86","män",37
"Finspång","86","kvinnor",59
"Finspång","87","män",39
"Finspång","87","kvinnor",62
"Finspång","88","män",31
