"region","ålder","kön","födelseregion","X2019"
"Älvkarleby","24","kvinnor","Utrikes född",8
"Älvkarleby","25","män","Född i Sverige",44
"Älvkarleby","25","män","Utrikes född",7
"Älvkarleby","25","kvinnor","Född i Sverige",34
"Älvkarleby","25","kvinnor","Utrikes född",15
"Knivsta","12","män","Född i Sverige",156
"Knivsta","12","män","Utrikes född",16
"Knivsta","12","kvinnor","Född i Sverige",125
"Knivsta","12","kvinnor","Utrikes född",11
"Knivsta","13","män","Född i Sverige",139
"Knivsta","13","män","Utrikes född",12
"Knivsta","13","kvinnor","Född i Sverige",133
"Knivsta","13","kvinnor","Utrikes född",13
"Knivsta","14","män","Född i Sverige",127
"Knivsta","14","män","Utrikes född",12
"Knivsta","14","kvinnor","Född i Sverige",160
"Knivsta","14","kvinnor","Utrikes född",13
"Knivsta","15","män","Född i Sverige",142
"Knivsta","15","män","Utrikes född",19
"Knivsta","15","kvinnor","Född i Sverige",132
"Knivsta","15","kvinnor","Utrikes född",19
"Knivsta","16","män","Född i Sverige",124
"Knivsta","16","män","Utrikes född",11
"Knivsta","16","kvinnor","Född i Sverige",130
"Knivsta","16","kvinnor","Utrikes född",12
"Knivsta","17","män","Född i Sverige",141
"Knivsta","17","män","Utrikes född",15
"Knivsta","17","kvinnor","Född i Sverige",110
"Knivsta","17","kvinnor","Utrikes född",13
"Knivsta","18","män","Född i Sverige",107
"Knivsta","18","män","Utrikes född",18
"Knivsta","18","kvinnor","Född i Sverige",103
"Knivsta","18","kvinnor","Utrikes född",14
"Knivsta","19","män","Född i Sverige",104
"Knivsta","19","män","Utrikes född",18
"Knivsta","19","kvinnor","Född i Sverige",76
"Knivsta","19","kvinnor","Utrikes född",12
"Knivsta","20","män","Född i Sverige",76
"Knivsta","20","män","Utrikes född",38
"Knivsta","20","kvinnor","Född i Sverige",68
"Knivsta","20","kvinnor","Utrikes född",17
"Knivsta","21","män","Född i Sverige",64
"Knivsta","21","män","Utrikes född",22
"Knivsta","21","kvinnor","Född i Sverige",58
"Knivsta","21","kvinnor","Utrikes född",18
"Knivsta","22","män","Född i Sverige",56
"Knivsta","22","män","Utrikes född",14
"Knivsta","22","kvinnor","Född i Sverige",60
"Knivsta","22","kvinnor","Utrikes född",11
"Knivsta","23","män","Född i Sverige",47
"Knivsta","23","män","Utrikes född",15
"Knivsta","23","kvinnor","Född i Sverige",53
"Knivsta","23","kvinnor","Utrikes född",16
"Knivsta","24","män","Född i Sverige",70
"Knivsta","24","män","Utrikes född",16
"Knivsta","24","kvinnor","Född i Sverige",67
"Knivsta","24","kvinnor","Utrikes född",16
"Knivsta","25","män","Född i Sverige",82
"Knivsta","25","män","Utrikes född",15
"Knivsta","25","kvinnor","Född i Sverige",68
"Knivsta","25","kvinnor","Utrikes född",13
"Heby","12","män","Född i Sverige",74
"Heby","12","män","Utrikes född",6
"Heby","12","kvinnor","Född i Sverige",72
"Heby","12","kvinnor","Utrikes född",9
"Heby","13","män","Född i Sverige",65
"Heby","13","män","Utrikes född",6
"Heby","13","kvinnor","Född i Sverige",49
"Heby","13","kvinnor","Utrikes född",10
"Heby","14","män","Född i Sverige",53
"Heby","14","män","Utrikes född",11
"Heby","14","kvinnor","Född i Sverige",49
"Heby","14","kvinnor","Utrikes född",13
"Heby","15","män","Född i Sverige",70
"Heby","15","män","Utrikes född",9
"Heby","15","kvinnor","Född i Sverige",65
"Heby","15","kvinnor","Utrikes född",4
"Heby","16","män","Född i Sverige",65
"Heby","16","män","Utrikes född",8
"Heby","16","kvinnor","Född i Sverige",69
"Heby","16","kvinnor","Utrikes född",9
"Heby","17","män","Född i Sverige",55
"Heby","17","män","Utrikes född",18
"Heby","17","kvinnor","Född i Sverige",63
"Heby","17","kvinnor","Utrikes född",12
"Heby","18","män","Född i Sverige",93
"Heby","18","män","Utrikes född",12
"Heby","18","kvinnor","Född i Sverige",69
"Heby","18","kvinnor","Utrikes född",4
"Heby","19","män","Född i Sverige",50
"Heby","19","män","Utrikes född",19
"Heby","19","kvinnor","Född i Sverige",76
"Heby","19","kvinnor","Utrikes född",12
"Heby","20","män","Född i Sverige",53
"Heby","20","män","Utrikes född",24
"Heby","20","kvinnor","Född i Sverige",66
"Heby","20","kvinnor","Utrikes född",13
"Heby","21","män","Född i Sverige",53
"Heby","21","män","Utrikes född",21
"Heby","21","kvinnor","Född i Sverige",49
"Heby","21","kvinnor","Utrikes född",15
"Heby","22","män","Född i Sverige",49
"Heby","22","män","Utrikes född",16
"Heby","22","kvinnor","Född i Sverige",62
"Heby","22","kvinnor","Utrikes född",7
"Heby","23","män","Född i Sverige",63
"Heby","23","män","Utrikes född",16
"Heby","23","kvinnor","Född i Sverige",60
"Heby","23","kvinnor","Utrikes född",12
"Heby","24","män","Född i Sverige",79
"Heby","24","män","Utrikes född",18
"Heby","24","kvinnor","Född i Sverige",56
"Heby","24","kvinnor","Utrikes född",11
"Heby","25","män","Född i Sverige",77
"Heby","25","män","Utrikes född",15
"Heby","25","kvinnor","Född i Sverige",63
"Heby","25","kvinnor","Utrikes född",6
"Tierp","12","män","Född i Sverige",100
"Tierp","12","män","Utrikes född",11
"Tierp","12","kvinnor","Född i Sverige",87
"Tierp","12","kvinnor","Utrikes född",12
"Tierp","13","män","Född i Sverige",99
"Tierp","13","män","Utrikes född",22
"Tierp","13","kvinnor","Född i Sverige",97
"Tierp","13","kvinnor","Utrikes född",17
"Tierp","14","män","Född i Sverige",92
"Tierp","14","män","Utrikes född",23
"Tierp","14","kvinnor","Född i Sverige",85
"Tierp","14","kvinnor","Utrikes född",15
"Tierp","15","män","Född i Sverige",119
"Tierp","15","män","Utrikes född",24
"Tierp","15","kvinnor","Född i Sverige",104
"Tierp","15","kvinnor","Utrikes född",14
"Tierp","16","män","Född i Sverige",85
"Tierp","16","män","Utrikes född",15
"Tierp","16","kvinnor","Född i Sverige",98
"Tierp","16","kvinnor","Utrikes född",16
"Tierp","17","män","Född i Sverige",106
"Tierp","17","män","Utrikes född",15
"Tierp","17","kvinnor","Född i Sverige",97
"Tierp","17","kvinnor","Utrikes född",24
"Tierp","18","män","Född i Sverige",82
"Tierp","18","män","Utrikes född",16
"Tierp","18","kvinnor","Född i Sverige",90
"Tierp","18","kvinnor","Utrikes född",10
"Tierp","19","män","Född i Sverige",104
"Tierp","19","män","Utrikes född",31
"Tierp","19","kvinnor","Född i Sverige",69
"Tierp","19","kvinnor","Utrikes född",19
"Tierp","20","män","Född i Sverige",87
"Tierp","20","män","Utrikes född",45
"Tierp","20","kvinnor","Född i Sverige",78
"Tierp","20","kvinnor","Utrikes född",12
"Tierp","21","män","Född i Sverige",96
"Tierp","21","män","Utrikes född",22
"Tierp","21","kvinnor","Född i Sverige",68
"Tierp","21","kvinnor","Utrikes född",30
"Tierp","22","män","Född i Sverige",105
"Tierp","22","män","Utrikes född",19
"Tierp","22","kvinnor","Född i Sverige",75
"Tierp","22","kvinnor","Utrikes född",18
"Tierp","23","män","Född i Sverige",100
"Tierp","23","män","Utrikes född",21
"Tierp","23","kvinnor","Född i Sverige",82
"Tierp","23","kvinnor","Utrikes född",15
"Tierp","24","män","Född i Sverige",96
"Tierp","24","män","Utrikes född",23
"Tierp","24","kvinnor","Född i Sverige",88
"Tierp","24","kvinnor","Utrikes född",15
"Tierp","25","män","Född i Sverige",115
"Tierp","25","män","Utrikes född",27
"Tierp","25","kvinnor","Född i Sverige",102
"Tierp","25","kvinnor","Utrikes född",17
"Uppsala","12","män","Född i Sverige",1144
"Uppsala","12","män","Utrikes född",173
"Uppsala","12","kvinnor","Född i Sverige",1067
"Uppsala","12","kvinnor","Utrikes född",196
"Uppsala","13","män","Född i Sverige",1122
"Uppsala","13","män","Utrikes född",172
"Uppsala","13","kvinnor","Född i Sverige",1031
"Uppsala","13","kvinnor","Utrikes född",193
"Uppsala","14","män","Född i Sverige",1045
"Uppsala","14","män","Utrikes född",188
"Uppsala","14","kvinnor","Född i Sverige",1005
"Uppsala","14","kvinnor","Utrikes född",196
"Uppsala","15","män","Född i Sverige",1096
"Uppsala","15","män","Utrikes född",195
"Uppsala","15","kvinnor","Född i Sverige",1011
"Uppsala","15","kvinnor","Utrikes född",166
"Uppsala","16","män","Född i Sverige",1039
"Uppsala","16","män","Utrikes född",212
"Uppsala","16","kvinnor","Född i Sverige",987
"Uppsala","16","kvinnor","Utrikes född",181
"Uppsala","17","män","Född i Sverige",1013
"Uppsala","17","män","Utrikes född",240
"Uppsala","17","kvinnor","Född i Sverige",924
"Uppsala","17","kvinnor","Utrikes född",183
"Uppsala","18","män","Född i Sverige",946
"Uppsala","18","män","Utrikes född",251
"Uppsala","18","kvinnor","Född i Sverige",945
"Uppsala","18","kvinnor","Utrikes född",177
"Uppsala","19","män","Född i Sverige",1052
"Uppsala","19","män","Utrikes född",393
"Uppsala","19","kvinnor","Född i Sverige",1062
"Uppsala","19","kvinnor","Utrikes född",237
"Uppsala","20","män","Född i Sverige",1130
"Uppsala","20","män","Utrikes född",568
"Uppsala","20","kvinnor","Född i Sverige",1352
"Uppsala","20","kvinnor","Utrikes född",295
"Uppsala","21","män","Född i Sverige",1339
"Uppsala","21","män","Utrikes född",440
"Uppsala","21","kvinnor","Född i Sverige",1627
"Uppsala","21","kvinnor","Utrikes född",334
"Uppsala","22","män","Född i Sverige",1409
"Uppsala","22","män","Utrikes född",396
"Uppsala","22","kvinnor","Född i Sverige",1731
"Uppsala","22","kvinnor","Utrikes född",421
"Uppsala","23","män","Född i Sverige",1507
"Uppsala","23","män","Utrikes född",503
"Uppsala","23","kvinnor","Född i Sverige",1823
"Uppsala","23","kvinnor","Utrikes född",521
"Uppsala","24","män","Född i Sverige",1693
"Uppsala","24","män","Utrikes född",539
"Uppsala","24","kvinnor","Född i Sverige",1784
"Uppsala","24","kvinnor","Utrikes född",561
"Uppsala","25","män","Född i Sverige",1740
"Uppsala","25","män","Utrikes född",538
"Uppsala","25","kvinnor","Född i Sverige",1866
"Uppsala","25","kvinnor","Utrikes född",564
"Enköping","12","män","Född i Sverige",231
"Enköping","12","män","Utrikes född",45
"Enköping","12","kvinnor","Född i Sverige",211
"Enköping","12","kvinnor","Utrikes född",39
"Enköping","13","män","Född i Sverige",241
"Enköping","13","män","Utrikes född",40
"Enköping","13","kvinnor","Född i Sverige",243
"Enköping","13","kvinnor","Utrikes född",35
"Enköping","14","män","Född i Sverige",248
"Enköping","14","män","Utrikes född",53
"Enköping","14","kvinnor","Född i Sverige",203
"Enköping","14","kvinnor","Utrikes född",44
"Enköping","15","män","Född i Sverige",230
"Enköping","15","män","Utrikes född",41
"Enköping","15","kvinnor","Född i Sverige",224
"Enköping","15","kvinnor","Utrikes född",32
"Enköping","16","män","Född i Sverige",214
"Enköping","16","män","Utrikes född",42
"Enköping","16","kvinnor","Född i Sverige",235
"Enköping","16","kvinnor","Utrikes född",28
"Enköping","17","män","Född i Sverige",224
"Enköping","17","män","Utrikes född",62
"Enköping","17","kvinnor","Född i Sverige",200
"Enköping","17","kvinnor","Utrikes född",37
"Enköping","18","män","Född i Sverige",227
"Enköping","18","män","Utrikes född",50
"Enköping","18","kvinnor","Född i Sverige",218
"Enköping","18","kvinnor","Utrikes född",36
"Enköping","19","män","Född i Sverige",214
"Enköping","19","män","Utrikes född",63
"Enköping","19","kvinnor","Född i Sverige",172
"Enköping","19","kvinnor","Utrikes född",31
"Enköping","20","män","Född i Sverige",195
"Enköping","20","män","Utrikes född",78
"Enköping","20","kvinnor","Född i Sverige",172
"Enköping","20","kvinnor","Utrikes född",26
"Enköping","21","män","Född i Sverige",170
"Enköping","21","män","Utrikes född",70
"Enköping","21","kvinnor","Född i Sverige",164
"Enköping","21","kvinnor","Utrikes född",45
"Enköping","22","män","Född i Sverige",219
"Enköping","22","män","Utrikes född",50
"Enköping","22","kvinnor","Född i Sverige",163
"Enköping","22","kvinnor","Utrikes född",37
"Enköping","23","män","Född i Sverige",181
"Enköping","23","män","Utrikes född",50
"Enköping","23","kvinnor","Född i Sverige",175
"Enköping","23","kvinnor","Utrikes född",36
"Enköping","24","män","Född i Sverige",226
"Enköping","24","män","Utrikes född",57
"Enköping","24","kvinnor","Född i Sverige",186
"Enköping","24","kvinnor","Utrikes född",43
"Enköping","25","män","Född i Sverige",262
"Enköping","25","män","Utrikes född",45
"Enköping","25","kvinnor","Född i Sverige",203
"Enköping","25","kvinnor","Utrikes född",40
"Östhammar","12","män","Född i Sverige",122
"Östhammar","12","män","Utrikes född",8
"Östhammar","12","kvinnor","Född i Sverige",98
"Östhammar","12","kvinnor","Utrikes född",10
"Östhammar","13","män","Född i Sverige",98
"Östhammar","13","män","Utrikes född",7
"Östhammar","13","kvinnor","Född i Sverige",126
"Östhammar","13","kvinnor","Utrikes född",10
"Östhammar","14","män","Född i Sverige",107
"Östhammar","14","män","Utrikes född",12
"Östhammar","14","kvinnor","Född i Sverige",116
"Östhammar","14","kvinnor","Utrikes född",12
"Östhammar","15","män","Född i Sverige",94
"Östhammar","15","män","Utrikes född",12
"Östhammar","15","kvinnor","Född i Sverige",111
"Östhammar","15","kvinnor","Utrikes född",9
"Östhammar","16","män","Född i Sverige",113
"Östhammar","16","män","Utrikes född",9
"Östhammar","16","kvinnor","Född i Sverige",83
"Östhammar","16","kvinnor","Utrikes född",12
"Östhammar","17","män","Född i Sverige",105
"Östhammar","17","män","Utrikes född",9
"Östhammar","17","kvinnor","Född i Sverige",95
"Östhammar","17","kvinnor","Utrikes född",13
"Östhammar","18","män","Född i Sverige",97
"Östhammar","18","män","Utrikes född",23
"Östhammar","18","kvinnor","Född i Sverige",85
"Östhammar","18","kvinnor","Utrikes född",11
"Östhammar","19","män","Född i Sverige",100
"Östhammar","19","män","Utrikes född",9
"Östhammar","19","kvinnor","Född i Sverige",71
"Östhammar","19","kvinnor","Utrikes född",12
"Östhammar","20","män","Född i Sverige",109
"Östhammar","20","män","Utrikes född",27
"Östhammar","20","kvinnor","Född i Sverige",72
"Östhammar","20","kvinnor","Utrikes född",8
"Östhammar","21","män","Född i Sverige",118
"Östhammar","21","män","Utrikes född",12
"Östhammar","21","kvinnor","Född i Sverige",70
"Östhammar","21","kvinnor","Utrikes född",8
"Östhammar","22","män","Född i Sverige",99
"Östhammar","22","män","Utrikes född",19
"Östhammar","22","kvinnor","Född i Sverige",72
"Östhammar","22","kvinnor","Utrikes född",10
"Östhammar","23","män","Född i Sverige",107
"Östhammar","23","män","Utrikes född",10
"Östhammar","23","kvinnor","Född i Sverige",79
"Östhammar","23","kvinnor","Utrikes född",11
"Östhammar","24","män","Född i Sverige",91
"Östhammar","24","män","Utrikes född",18
"Östhammar","24","kvinnor","Född i Sverige",100
"Östhammar","24","kvinnor","Utrikes född",12
"Östhammar","25","män","Född i Sverige",126
"Östhammar","25","män","Utrikes född",11
"Östhammar","25","kvinnor","Född i Sverige",105
"Östhammar","25","kvinnor","Utrikes född",7
"Vingåker","12","män","Född i Sverige",36
"Vingåker","12","män","Utrikes född",12
"Vingåker","12","kvinnor","Född i Sverige",35
"Vingåker","12","kvinnor","Utrikes född",18
"Vingåker","13","män","Född i Sverige",51
"Vingåker","13","män","Utrikes född",16
"Vingåker","13","kvinnor","Född i Sverige",45
"Vingåker","13","kvinnor","Utrikes född",10
"Vingåker","14","män","Född i Sverige",45
"Vingåker","14","män","Utrikes född",19
"Vingåker","14","kvinnor","Född i Sverige",34
"Vingåker","14","kvinnor","Utrikes född",11
"Vingåker","15","män","Född i Sverige",53
"Vingåker","15","män","Utrikes född",19
"Vingåker","15","kvinnor","Född i Sverige",41
"Vingåker","15","kvinnor","Utrikes född",19
"Vingåker","16","män","Född i Sverige",56
"Vingåker","16","män","Utrikes född",12
"Vingåker","16","kvinnor","Född i Sverige",45
"Vingåker","16","kvinnor","Utrikes född",6
"Vingåker","17","män","Född i Sverige",42
"Vingåker","17","män","Utrikes född",15
"Vingåker","17","kvinnor","Född i Sverige",50
"Vingåker","17","kvinnor","Utrikes född",12
"Vingåker","18","män","Född i Sverige",38
"Vingåker","18","män","Utrikes född",21
"Vingåker","18","kvinnor","Född i Sverige",46
"Vingåker","18","kvinnor","Utrikes född",12
"Vingåker","19","män","Född i Sverige",37
"Vingåker","19","män","Utrikes född",25
"Vingåker","19","kvinnor","Född i Sverige",39
"Vingåker","19","kvinnor","Utrikes född",15
"Vingåker","20","män","Född i Sverige",34
"Vingåker","20","män","Utrikes född",20
"Vingåker","20","kvinnor","Född i Sverige",32
"Vingåker","20","kvinnor","Utrikes född",11
"Vingåker","21","män","Född i Sverige",37
"Vingåker","21","män","Utrikes född",19
"Vingåker","21","kvinnor","Född i Sverige",23
"Vingåker","21","kvinnor","Utrikes född",6
"Vingåker","22","män","Född i Sverige",23
"Vingåker","22","män","Utrikes född",9
"Vingåker","22","kvinnor","Född i Sverige",27
"Vingåker","22","kvinnor","Utrikes född",8
"Vingåker","23","män","Född i Sverige",43
"Vingåker","23","män","Utrikes född",10
"Vingåker","23","kvinnor","Född i Sverige",32
"Vingåker","23","kvinnor","Utrikes född",13
"Vingåker","24","män","Född i Sverige",33
"Vingåker","24","män","Utrikes född",8
"Vingåker","24","kvinnor","Född i Sverige",35
"Vingåker","24","kvinnor","Utrikes född",11
"Vingåker","25","män","Född i Sverige",42
"Vingåker","25","män","Utrikes född",7
"Vingåker","25","kvinnor","Född i Sverige",29
"Vingåker","25","kvinnor","Utrikes född",7
"Gnesta","12","män","Född i Sverige",83
"Gnesta","12","män","Utrikes född",4
"Gnesta","12","kvinnor","Född i Sverige",56
"Gnesta","12","kvinnor","Utrikes född",11
"Gnesta","13","män","Född i Sverige",61
"Gnesta","13","män","Utrikes född",6
"Gnesta","13","kvinnor","Född i Sverige",64
"Gnesta","13","kvinnor","Utrikes född",5
"Gnesta","14","män","Född i Sverige",65
"Gnesta","14","män","Utrikes född",2
"Gnesta","14","kvinnor","Född i Sverige",63
"Gnesta","14","kvinnor","Utrikes född",10
"Gnesta","15","män","Född i Sverige",47
"Gnesta","15","män","Utrikes född",15
"Gnesta","15","kvinnor","Född i Sverige",65
"Gnesta","15","kvinnor","Utrikes född",9
"Gnesta","16","män","Född i Sverige",60
"Gnesta","16","män","Utrikes född",12
"Gnesta","16","kvinnor","Född i Sverige",67
"Gnesta","16","kvinnor","Utrikes född",10
"Gnesta","17","män","Född i Sverige",55
"Gnesta","17","män","Utrikes född",2
"Gnesta","17","kvinnor","Född i Sverige",62
"Gnesta","17","kvinnor","Utrikes född",8
"Gnesta","18","män","Född i Sverige",50
"Gnesta","18","män","Utrikes född",8
"Gnesta","18","kvinnor","Född i Sverige",60
"Gnesta","18","kvinnor","Utrikes född",4
"Gnesta","19","män","Född i Sverige",54
"Gnesta","19","män","Utrikes född",17
"Gnesta","19","kvinnor","Född i Sverige",40
"Gnesta","19","kvinnor","Utrikes född",3
"Gnesta","20","män","Född i Sverige",39
"Gnesta","20","män","Utrikes född",20
"Gnesta","20","kvinnor","Född i Sverige",32
"Gnesta","20","kvinnor","Utrikes född",7
"Gnesta","21","män","Född i Sverige",41
"Gnesta","21","män","Utrikes född",7
"Gnesta","21","kvinnor","Född i Sverige",31
"Gnesta","21","kvinnor","Utrikes född",5
"Gnesta","22","män","Född i Sverige",35
"Gnesta","22","män","Utrikes född",5
"Gnesta","22","kvinnor","Född i Sverige",38
"Gnesta","22","kvinnor","Utrikes född",9
"Gnesta","23","män","Född i Sverige",44
"Gnesta","23","män","Utrikes född",4
"Gnesta","23","kvinnor","Född i Sverige",33
"Gnesta","23","kvinnor","Utrikes född",8
"Gnesta","24","män","Född i Sverige",45
"Gnesta","24","män","Utrikes född",13
"Gnesta","24","kvinnor","Född i Sverige",37
"Gnesta","24","kvinnor","Utrikes född",7
"Gnesta","25","män","Född i Sverige",47
"Gnesta","25","män","Utrikes född",5
"Gnesta","25","kvinnor","Född i Sverige",35
"Gnesta","25","kvinnor","Utrikes född",4
"Nyköping","12","män","Född i Sverige",323
"Nyköping","12","män","Utrikes född",45
"Nyköping","12","kvinnor","Född i Sverige",287
"Nyköping","12","kvinnor","Utrikes född",38
"Nyköping","13","män","Född i Sverige",285
"Nyköping","13","män","Utrikes född",54
"Nyköping","13","kvinnor","Född i Sverige",310
"Nyköping","13","kvinnor","Utrikes född",50
"Nyköping","14","män","Född i Sverige",300
"Nyköping","14","män","Utrikes född",39
"Nyköping","14","kvinnor","Född i Sverige",271
"Nyköping","14","kvinnor","Utrikes född",62
"Nyköping","15","män","Född i Sverige",282
"Nyköping","15","män","Utrikes född",57
"Nyköping","15","kvinnor","Född i Sverige",283
"Nyköping","15","kvinnor","Utrikes född",59
"Nyköping","16","män","Född i Sverige",284
"Nyköping","16","män","Utrikes född",49
"Nyköping","16","kvinnor","Född i Sverige",283
"Nyköping","16","kvinnor","Utrikes född",56
"Nyköping","17","män","Född i Sverige",282
"Nyköping","17","män","Utrikes född",54
"Nyköping","17","kvinnor","Född i Sverige",214
"Nyköping","17","kvinnor","Utrikes född",56
"Nyköping","18","män","Född i Sverige",237
"Nyköping","18","män","Utrikes född",69
"Nyköping","18","kvinnor","Född i Sverige",265
"Nyköping","18","kvinnor","Utrikes född",47
"Nyköping","19","män","Född i Sverige",250
"Nyköping","19","män","Utrikes född",92
"Nyköping","19","kvinnor","Född i Sverige",233
"Nyköping","19","kvinnor","Utrikes född",58
"Nyköping","20","män","Född i Sverige",228
"Nyköping","20","män","Utrikes född",107
"Nyköping","20","kvinnor","Född i Sverige",189
"Nyköping","20","kvinnor","Utrikes född",38
"Nyköping","21","män","Född i Sverige",217
"Nyköping","21","män","Utrikes född",70
"Nyköping","21","kvinnor","Född i Sverige",175
"Nyköping","21","kvinnor","Utrikes född",73
"Nyköping","22","män","Född i Sverige",231
"Nyköping","22","män","Utrikes född",61
"Nyköping","22","kvinnor","Född i Sverige",197
"Nyköping","22","kvinnor","Utrikes född",50
"Nyköping","23","män","Född i Sverige",216
"Nyköping","23","män","Utrikes född",55
"Nyköping","23","kvinnor","Född i Sverige",201
"Nyköping","23","kvinnor","Utrikes född",55
"Nyköping","24","män","Född i Sverige",251
"Nyköping","24","män","Utrikes född",70
"Nyköping","24","kvinnor","Född i Sverige",234
"Nyköping","24","kvinnor","Utrikes född",55
"Nyköping","25","män","Född i Sverige",255
"Nyköping","25","män","Utrikes född",61
"Nyköping","25","kvinnor","Född i Sverige",223
"Nyköping","25","kvinnor","Utrikes född",63
"Oxelösund","12","män","Född i Sverige",55
"Oxelösund","12","män","Utrikes född",13
"Oxelösund","12","kvinnor","Född i Sverige",54
"Oxelösund","12","kvinnor","Utrikes född",11
"Oxelösund","13","män","Född i Sverige",58
"Oxelösund","13","män","Utrikes född",18
"Oxelösund","13","kvinnor","Född i Sverige",48
"Oxelösund","13","kvinnor","Utrikes född",16
"Oxelösund","14","män","Född i Sverige",50
"Oxelösund","14","män","Utrikes född",11
"Oxelösund","14","kvinnor","Född i Sverige",48
"Oxelösund","14","kvinnor","Utrikes född",14
"Oxelösund","15","män","Född i Sverige",56
"Oxelösund","15","män","Utrikes född",9
"Oxelösund","15","kvinnor","Född i Sverige",42
"Oxelösund","15","kvinnor","Utrikes född",7
"Oxelösund","16","män","Född i Sverige",41
"Oxelösund","16","män","Utrikes född",18
"Oxelösund","16","kvinnor","Född i Sverige",56
"Oxelösund","16","kvinnor","Utrikes född",17
"Oxelösund","17","män","Född i Sverige",46
"Oxelösund","17","män","Utrikes född",10
"Oxelösund","17","kvinnor","Född i Sverige",36
"Oxelösund","17","kvinnor","Utrikes född",11
"Oxelösund","18","män","Född i Sverige",33
"Oxelösund","18","män","Utrikes född",11
"Oxelösund","18","kvinnor","Född i Sverige",40
"Oxelösund","18","kvinnor","Utrikes född",11
"Oxelösund","19","män","Född i Sverige",40
"Oxelösund","19","män","Utrikes född",18
"Oxelösund","19","kvinnor","Född i Sverige",29
"Oxelösund","19","kvinnor","Utrikes född",17
"Oxelösund","20","män","Född i Sverige",37
"Oxelösund","20","män","Utrikes född",28
"Oxelösund","20","kvinnor","Född i Sverige",38
"Oxelösund","20","kvinnor","Utrikes född",12
"Oxelösund","21","män","Född i Sverige",20
"Oxelösund","21","män","Utrikes född",23
"Oxelösund","21","kvinnor","Född i Sverige",23
"Oxelösund","21","kvinnor","Utrikes född",16
"Oxelösund","22","män","Född i Sverige",36
"Oxelösund","22","män","Utrikes född",22
"Oxelösund","22","kvinnor","Född i Sverige",30
"Oxelösund","22","kvinnor","Utrikes född",16
"Oxelösund","23","män","Född i Sverige",45
"Oxelösund","23","män","Utrikes född",8
"Oxelösund","23","kvinnor","Född i Sverige",32
"Oxelösund","23","kvinnor","Utrikes född",10
"Oxelösund","24","män","Född i Sverige",57
"Oxelösund","24","män","Utrikes född",16
"Oxelösund","24","kvinnor","Född i Sverige",37
"Oxelösund","24","kvinnor","Utrikes född",22
"Oxelösund","25","män","Född i Sverige",49
"Oxelösund","25","män","Utrikes född",19
"Oxelösund","25","kvinnor","Född i Sverige",32
"Oxelösund","25","kvinnor","Utrikes född",16
"Flen","12","män","Född i Sverige",78
"Flen","12","män","Utrikes född",31
"Flen","12","kvinnor","Född i Sverige",74
"Flen","12","kvinnor","Utrikes född",30
"Flen","13","män","Född i Sverige",78
"Flen","13","män","Utrikes född",31
"Flen","13","kvinnor","Född i Sverige",62
"Flen","13","kvinnor","Utrikes född",24
"Flen","14","män","Född i Sverige",71
"Flen","14","män","Utrikes född",28
"Flen","14","kvinnor","Född i Sverige",67
"Flen","14","kvinnor","Utrikes född",24
"Flen","15","män","Född i Sverige",77
"Flen","15","män","Utrikes född",32
"Flen","15","kvinnor","Född i Sverige",50
"Flen","15","kvinnor","Utrikes född",30
"Flen","16","män","Född i Sverige",80
"Flen","16","män","Utrikes född",37
"Flen","16","kvinnor","Född i Sverige",79
"Flen","16","kvinnor","Utrikes född",25
"Flen","17","män","Född i Sverige",72
"Flen","17","män","Utrikes född",32
"Flen","17","kvinnor","Född i Sverige",77
"Flen","17","kvinnor","Utrikes född",21
"Flen","18","män","Född i Sverige",86
"Flen","18","män","Utrikes född",30
"Flen","18","kvinnor","Född i Sverige",72
"Flen","18","kvinnor","Utrikes född",30
"Flen","19","män","Född i Sverige",63
"Flen","19","män","Utrikes född",40
"Flen","19","kvinnor","Född i Sverige",69
"Flen","19","kvinnor","Utrikes född",22
"Flen","20","män","Född i Sverige",58
"Flen","20","män","Utrikes född",59
"Flen","20","kvinnor","Född i Sverige",52
"Flen","20","kvinnor","Utrikes född",25
"Flen","21","män","Född i Sverige",57
"Flen","21","män","Utrikes född",36
"Flen","21","kvinnor","Född i Sverige",47
"Flen","21","kvinnor","Utrikes född",21
"Flen","22","män","Född i Sverige",59
"Flen","22","män","Utrikes född",35
"Flen","22","kvinnor","Född i Sverige",43
"Flen","22","kvinnor","Utrikes född",28
"Flen","23","män","Född i Sverige",58
"Flen","23","män","Utrikes född",22
"Flen","23","kvinnor","Född i Sverige",38
"Flen","23","kvinnor","Utrikes född",17
"Flen","24","män","Född i Sverige",38
"Flen","24","män","Utrikes född",20
"Flen","24","kvinnor","Född i Sverige",43
"Flen","24","kvinnor","Utrikes född",26
"Flen","25","män","Född i Sverige",49
"Flen","25","män","Utrikes född",29
"Flen","25","kvinnor","Född i Sverige",48
"Flen","25","kvinnor","Utrikes född",19
"Katrineholm","12","män","Född i Sverige",186
"Katrineholm","12","män","Utrikes född",54
"Katrineholm","12","kvinnor","Född i Sverige",161
"Katrineholm","12","kvinnor","Utrikes född",50
"Katrineholm","13","män","Född i Sverige",154
"Katrineholm","13","män","Utrikes född",45
"Katrineholm","13","kvinnor","Född i Sverige",148
"Katrineholm","13","kvinnor","Utrikes född",34
"Katrineholm","14","män","Född i Sverige",174
"Katrineholm","14","män","Utrikes född",57
